movie_id,title,cast,release_year,director,genres,budget_usd,box_office_usd,plot,decade,box_office_to_budget,tmdb_id,imdb_id,runtime,vote_average,vote_count,popularity,tagline,poster_url,enriched
M2010_07,Sicario,"Emily Blunt, Benicio del Toro, Josh Brolin",2015,Denis Villeneuve,"Crime, Action Thriller",30000000,84900000,An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs.,2010,2.83,273481,tt3397884,122,7.423,9703,16.2889,The border is just another line to cross.,https://image.tmdb.org/t/p/w500/lz8vNyXeidqqOdJW9ZjnDAMb5Vr.jpg,True
M2010_08,Get Out,"Daniel Kaluuya, Allison Williams, Bradley Whitford",2017,Jordan Peele,"Horror, Psychological Thriller",4500000,255400000,"A young Black man visits his white girlfriend's parents for the weekend, discovering a deeply disturbing secret.",2010,56.75555555555555,419430,tt5052448,104,7.624,19103,25.9994,"Just because you're invited, doesn't mean you're welcome.",https://image.tmdb.org/t/p/w500/tFXcEccSQMf3lfhfXKSU9iRBpa3.jpg,True
M2010_09,A Quiet Place,"Emily Blunt, John Krasinski, Millicent Simmonds",2018,John Krasinski,"Sci-Fi, Horror Thriller",17000000,341000000,A family struggles to survive in a post-apocalyptic world populated by blind monsters with ultra-sensitive hearing.,2010,20.058823529411764,447332,tt6644200,91,7.395,15518,14.8625,"If they hear you, they hunt you.",https://image.tmdb.org/t/p/w500/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,True
M2010_10,Parasite,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong",2019,Bong Joon Ho,"Dark Comedy, Thriller",15500000,263100000,"A poor family schemes to become employed by a wealthy family, infiltrating their household one by one.",2010,16.974193548387095,496243,tt6751668,133,8.489,20980,40.411,Act like you own the place.,https://image.tmdb.org/t/p/w500/7IiTTgloJzvGI1TAYymCfbfl3vT.jpg,True
M2020_01,Tenet,"John David Washington, Robert Pattinson, Elizabeth Debicki",2020,Christopher Nolan,"Sci-Fi, Action Thriller",200000000,365300000,A secret agent learns to manipulate the flow of time to prevent a looming global catastrophe.,2020,1.8265,577922,tt6723592,150,7.174,11302,20.0191,Time runs out.,https://image.tmdb.org/t/p/w500/aCIFMriQh8rvhxpN1IWGgvH0Tlg.jpg,True
M2020_02,Promising Young Woman,"Carey Mulligan, Bo Burnham, Alison Brie",2020,Emerald Fennell,Revenge Thriller,7400000,19000000,A young woman traumatized by a tragic event in her past seeks vengeance against those who cross her path.,2020,2.5675675675675675,582014,tt9620292,114,7.4,3768,6.2333,Revenge never looked so promising.,https://image.tmdb.org/t/p/w500/73QoFJFmUrJfDG2EynFjNc5gJxk.jpg,True
M2020_03,Glass Onion,"Daniel Craig, Edward Norton, Janelle Monáe",2022,Rian Johnson,"Mystery, Whodunit Thriller",40000000,15000000,"Tech billionaire invites his friends for a getaway on his private Greek island, but someone turns up dead.",2020,0.375,661374,tt11564570,140,7.028,6980,12.0937,"When the game ends, the mystery begins.",https://image.tmdb.org/t/p/w500/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,True
M2020_04,Anatomy of a Fall,"Sandra Hüller, Swann Arlaud, Milo Machado-Graner",2023,Justine Triet,"Legal, Psychological Thriller",6700000,36000000,A woman is suspected of her husband's murder after he mysteriously falls to his death from their alpine chalet.,2020,5.373134328358209,915935,tt17009710,151,7.515,3381,15.0527,Did she do it?,https://image.tmdb.org/t/p/w500/1ho0d4LNZw3Y0voeKmSvPSgJOJ2.jpg,True
M2020_05,Civil War,"Kirsten Dunst, Wagner Moura, Cailee Spaeny",2024,Alex Garland,"Dystopian, Action Thriller",50000000,122000000,A team of military-embedded journalists races across a fractured United States during an escalating civil war.,2020,2.44,929590,tt17279496,109,6.854,4430,17.0551,Welcome to the frontline.,https://image.tmdb.org/t/p/w500/sh7Rg8Er3tFcN9BpKIPOMvALgZd.jpg,True
M2020_06,Speak No Evil,"James McAvoy, Mackenzie Davis, Scoot McNairy",2024,James Watkins,Psychological Thriller,15000000,77000000,An American family's dream country holiday turns into a nightmare when they stay with a sinister British couple.,2020,5.133333333333334,1114513,tt27534307,110,7.111,2220,13.6555,Hear no evil.,https://image.tmdb.org/t/p/w500/dA4N6uWOnEMgbxXwFX7qX7adzs8.jpg,True
M2020_07,Companion,"Sophie Thatcher, Jack Quaid, Lukas Gage",2025,Drew Hancock,Sci-Fi Thriller,10000000,36700000,A weekend cabin getaway descends into absolute violence when a group of friends discovers one of them is a haywire android.,2020,3.67,1084199,tt26584495,97,7.012,2457,20.2457,Find someone made just for you.,https://image.tmdb.org/t/p/w500/oCoTgC3UyWGfyQ9thE10ulWR7bn.jpg,True
M2020_08,The Accountant 2,"Ben Affleck, Jon Bernthal, J.K. Simmons",2025,Gavin O'Connor,Action Thriller,80000000,103000000,A forensic accountant teams up with his lethal brother to hunt down assassins after a mutual friend is killed.,2020,1.2875,870028,tt7068946,133,7.076,1858,12.2697,Do you like puzzles?,https://image.tmdb.org/t/p/w500/lUvfTcOZiK0sdcX0WNLPbMyKjGm.jpg,True
M2020_09,Sinners,"Michael B. Jordan, Hailee Steinfeld, Jack O'Connell",2025,Ryan Coogler,Horror Thriller,90000000,370000000,"Twin brothers returning to their 1930s Mississippi hometown face an unexpected, ancient supernatural evil.",2020,4.111111111111111,1233413,tt31193180,138,7.503,4887,35.8441,Dance with the devil.,https://image.tmdb.org/t/p/w500/fWPgbnt2LSqkQ6cdQc0SZN9CpLm.jpg,True
M2020_10,Crime 101,"Chris Hemsworth, Mark Ruffalo, Barry Keoghan",2026,Bart Layton,"Crime, Heist Thriller",90000000,72900000,A relentless detective tries to stop an elusive jewel thief planning one final high-stakes heist along the 101 freeway.,2020,0.81,1171145,tt32430579,141,7.006,1228,37.7,Always have an exit.,https://image.tmdb.org/t/p/w500/tVvpFIoteRHNnoZMhdnwIVwJpCA.jpg,True
